 codigo_orgao_superior;                       nome_orgao_superior                       ; codigo_orgao_solicitante;                                            nome_orgao_solicitante                                             ; numero_pcdp  ; localizador; data_emissao; data_embarque; valor_tarifa_comercial; percentual_desconto_aplicado; valor_tarifa_governo; valor_tarifa_embarque; valor_bilhete;        companhia_aerea         ; classe_tarifaria;                                       regra_tarifaria                                       ; emissao; no_show; remarcado; cancelado; valor_multas; valor_reembolso; diferenca_tarifa; situacao_bilhete
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001086/24    ; EMXECF      ; 11/06/2024   ; 12/06/2024    ;                2828.90;                         3.00;              2744.03;                 29.51;       2773.54; LATAM AIRLINES BRASIL          ; B                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001087/24    ; HQGYKE      ; 11/06/2024   ; 12/06/2024    ;                2681.90;                         3.00;              2601.44;                 29.51;       2630.95; GOL Linhas Aéreas Inteligentes; T                ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001088/24    ; HZNQGK      ; 11/06/2024   ; 12/06/2024    ;                2681.90;                         3.00;              2601.44;                 44.27;       2645.71; LATAM AIRLINES BRASIL          ; H                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001089/24    ; DCIVWH      ; 11/06/2024   ; 12/06/2024    ;                2681.90;                         3.00;              2601.44;                 44.27;       2645.71; LATAM AIRLINES BRASIL          ; H                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001090/24    ; EKZHDG      ; 11/06/2024   ; 12/06/2024    ;                2681.90;                         3.00;              2601.44;                 44.27;       2645.71; LATAM AIRLINES BRASIL          ; H                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001091/24    ; WIHQXN      ; 11/06/2024   ; 12/06/2024    ;                2681.90;                         3.00;              2601.44;                 44.27;       2645.71; LATAM AIRLINES BRASIL          ; H                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001092/24    ; NUIXTT      ; 11/06/2024   ; 12/06/2024    ;                2681.90;                         3.00;              2601.44;                 44.27;       2645.71; LATAM AIRLINES BRASIL          ; H                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001093/24    ; DBEVZN      ; 11/06/2024   ; 12/06/2024    ;                2681.90;                         3.00;              2601.44;                 44.27;       2645.71; LATAM AIRLINES BRASIL          ; H                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001094/24    ; WIPTIZ      ; 11/06/2024   ; 12/06/2024    ;                2681.90;                         3.00;              2601.44;                 44.27;       2645.71; LATAM AIRLINES BRASIL          ; H                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001101/24    ; NCTZJP      ; 12/06/2024   ; 14/06/2024    ;                2999.00;                        15.00;              2549.15;                 29.51;       2578.66; GOL Linhas Aéreas Inteligentes; Y                ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001160/24    ; KTRMNV      ; 18/06/2024   ; 19/06/2024    ;                2948.90;                         3.00;              2860.43;                 44.27;       2904.70; LATAM AIRLINES BRASIL          ; Y                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001161/24    ; FXRGKQ      ; 18/06/2024   ; 19/06/2024    ;                2948.90;                         3.00;              2860.43;                 44.27;       2904.70; LATAM AIRLINES BRASIL          ; Y                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001162/24    ; INQEDF      ; 18/06/2024   ; 19/06/2024    ;                2948.90;                         3.00;              2860.43;                 44.27;       2904.70; LATAM AIRLINES BRASIL          ; Y                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001163/24    ; DMXDPW      ; 18/06/2024   ; 19/06/2024    ;                2948.90;                         3.00;              2860.43;                 44.27;       2904.70; LATAM AIRLINES BRASIL          ; Y                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001164/24    ; KRJRRE      ; 18/06/2024   ; 19/06/2024    ;                2948.90;                         3.00;              2860.43;                 44.27;       2904.70; LATAM AIRLINES BRASIL          ; Y                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001165/24    ; KRLZCS      ; 18/06/2024   ; 19/06/2024    ;                2948.90;                         3.00;              2860.43;                 44.27;       2904.70; LATAM AIRLINES BRASIL          ; Y                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001166/24    ; FZMPCX      ; 18/06/2024   ; 19/06/2024    ;                2948.90;                         3.00;              2860.43;                 44.27;       2904.70; LATAM AIRLINES BRASIL          ; Y                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001167/24    ; IKGPGT      ; 19/06/2024   ; 20/06/2024    ;                2914.00;                         3.00;              2826.58;                 29.51;       2856.09; LATAM AIRLINES BRASIL          ; B,B,B            ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001168/24    ; KBXWQD      ; 19/06/2024   ; 20/06/2024    ;                2913.90;                        15.00;              2476.81;                 29.51;       2506.32; GOL Linhas Aéreas Inteligentes; Y                ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001169/24    ; WSVUJO      ; 19/06/2024   ; 20/06/2024    ;                3709.00;                         3.00;              3597.73;                 29.51;       3627.24; LATAM AIRLINES BRASIL          ; W,W,W            ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001170/24    ; YMEMVG      ; 19/06/2024   ; 19/06/2024    ;                2948.90;                         3.00;              2860.43;                 44.27;       2904.70; LATAM AIRLINES BRASIL          ; Y                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001171/24    ; FSHMYY      ; 19/06/2024   ; 19/06/2024    ;                2948.90;                         3.00;              2860.43;                 44.27;       2904.70; LATAM AIRLINES BRASIL          ; Y                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001172/24    ; YMVMCO      ; 19/06/2024   ; 19/06/2024    ;                2948.90;                         3.00;              2860.43;                 44.27;       2904.70; LATAM AIRLINES BRASIL          ; Y                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001174/24    ; IHQLGC      ; 19/06/2024   ; 20/06/2024    ;                2948.90;                        15.00;              2506.56;                 44.27;       2550.83; GOL Linhas Aéreas Inteligentes; Y                ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001175/24    ; JCCTWR      ; 19/06/2024   ; 20/06/2024    ;                2948.90;                        15.00;              2506.56;                 44.27;       2550.83; GOL Linhas Aéreas Inteligentes; Y                ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001176/24    ; JEAFAD      ; 19/06/2024   ; 20/06/2024    ;                2948.90;                        15.00;              2506.56;                 44.27;       2550.83; GOL Linhas Aéreas Inteligentes; Y                ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001177/24    ; LRSRLI      ; 19/06/2024   ; 20/06/2024    ;                2948.90;                        15.00;              2506.56;                 44.27;       2550.83; GOL Linhas Aéreas Inteligentes; Y                ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001178/24    ; LTWYKV      ; 19/06/2024   ; 20/06/2024    ;                2948.90;                        15.00;              2506.56;                 44.27;       2550.83; GOL Linhas Aéreas Inteligentes; Y                ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001179/24    ; MHMIEP      ; 19/06/2024   ; 20/06/2024    ;                2948.90;                        15.00;              2506.56;                 44.27;       2550.83; GOL Linhas Aéreas Inteligentes; Y                ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001180/24    ; FPEHPE      ; 19/06/2024   ; 20/06/2024    ;                2948.90;                        15.00;              2506.56;                 44.27;       2550.83; GOL Linhas Aéreas Inteligentes; Y                ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001231/24    ; RW9Y9K      ; 25/06/2024   ; 25/06/2024    ;                2998.90;                         5.50;              2833.96;                 29.51;       2863.47; AZUL LINHAS AÉREAS BRASILEIRA  ; F                ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001232/24    ; RJFMVM      ; 25/06/2024   ; 25/06/2024    ;                2998.90;                         5.50;              2833.96;                 29.51;       2863.47; AZUL LINHAS AÉREAS BRASILEIRA  ; F                ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001233/24    ; WD1B8B      ; 25/06/2024   ; 25/06/2024    ;                2998.90;                         5.50;              2833.96;                 29.51;       2863.47; AZUL LINHAS AÉREAS BRASILEIRA  ; F                ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001234/24    ; LJGPSZ      ; 25/06/2024   ; 25/06/2024    ;                2998.90;                         5.50;              2833.96;                 29.51;       2863.47; AZUL LINHAS AÉREAS BRASILEIRA  ; F                ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001235/24    ; PDZNKB      ; 25/06/2024   ; 25/06/2024    ;                2998.90;                         5.50;              2833.96;                 29.51;       2863.47; AZUL LINHAS AÉREAS BRASILEIRA  ; F                ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001236/24    ; JQI24B      ; 25/06/2024   ; 25/06/2024    ;                2998.90;                         5.50;              2833.96;                 29.51;       2863.47; AZUL LINHAS AÉREAS BRASILEIRA  ; F                ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001237/24    ; EW4NWK      ; 25/06/2024   ; 25/06/2024    ;                2998.90;                         5.50;              2833.96;                 29.51;       2863.47; AZUL LINHAS AÉREAS BRASILEIRA  ; F                ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001238/24    ; SPTNJH      ; 26/06/2024   ; 26/06/2024    ;                2002.90;                        15.00;              1702.46;                 29.51;       1731.97; GOL Linhas Aéreas Inteligentes; P                ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001288/24    ; LBKJNI      ; 26/06/2024   ; 27/06/2024    ;                2341.90;                        12.69;              2044.76;                 29.51;       2074.27; LATAM AIRLINES BRASIL          ; K                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001289/24    ; KIGFKT      ; 26/06/2024   ; 27/06/2024    ;                2203.90;                        12.68;              1924.48;                 29.51;       1953.99; LATAM AIRLINES BRASIL          ; L                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001290/24    ; KHRFOU      ; 26/06/2024   ; 27/06/2024    ;                2203.90;                        12.68;              1924.48;                 29.51;       1953.99; LATAM AIRLINES BRASIL          ; L                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001291/24    ; KHOPFJ      ; 26/06/2024   ; 27/06/2024    ;                2271.90;                        12.69;              1983.65;                 29.51;       2013.16; LATAM AIRLINES BRASIL          ; M                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001292/24    ; CWNTHM      ; 26/06/2024   ; 27/06/2024    ;                2271.90;                        12.69;              1983.65;                 29.51;       2013.16; LATAM AIRLINES BRASIL          ; M                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001293/24    ; LDCFDR      ; 26/06/2024   ; 27/06/2024    ;                2271.90;                        12.69;              1983.65;                 29.51;       2013.16; LATAM AIRLINES BRASIL          ; M                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001297/24    ; MLPHYA      ; 27/06/2024   ; 28/06/2024    ;                3089.00;                         3.00;              2996.33;                 31.69;       3028.02; LATAM AIRLINES BRASIL          ; Y                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001298/24    ; MKDWHY      ; 27/06/2024   ; 28/06/2024    ;                2998.90;                         3.00;              2908.93;                 31.69;       2940.62; LATAM AIRLINES BRASIL          ; Y                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001299/24    ; KNIJUG      ; 27/06/2024   ; 28/06/2024    ;                3089.00;                         3.00;              2996.33;                 31.69;       3028.02; LATAM AIRLINES BRASIL          ; Y                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001300/24    ; YELCMX      ; 27/06/2024   ; 28/06/2024    ;                3089.00;                         3.00;              2996.33;                 31.69;       3028.02; LATAM AIRLINES BRASIL          ; Y                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001301/24    ; YEOXWR      ; 27/06/2024   ; 28/06/2024    ;                3089.00;                         3.00;              2996.33;                 31.69;       3028.02; LATAM AIRLINES BRASIL          ; Y                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001302/24    ; YDCCOM      ; 27/06/2024   ; 28/06/2024    ;                3089.00;                         3.00;              2996.33;                 31.69;       3028.02; LATAM AIRLINES BRASIL          ; Y                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001338/24    ; NSCEYE      ; 28/06/2024   ; 29/06/2024    ;                3484.90;                         3.00;              3380.35;                 45.82;       3426.17; LATAM AIRLINES BRASIL          ; M,M              ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001339/24    ; NRUWFB      ; 28/06/2024   ; 29/06/2024    ;                3484.90;                         3.00;              3380.35;                 45.82;       3426.17; LATAM AIRLINES BRASIL          ; M,M              ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001340/24    ; IBWGKN      ; 28/06/2024   ; 29/06/2024    ;                3484.90;                         3.00;              3380.35;                 45.82;       3426.17; LATAM AIRLINES BRASIL          ; M,M              ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001341/24    ; GOJGMY      ; 28/06/2024   ; 29/06/2024    ;                3384.90;                         3.00;              3283.35;                 45.82;       3329.17; LATAM AIRLINES BRASIL          ; M,M              ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001342/24    ; ELJPGU      ; 28/06/2024   ; 29/06/2024    ;                3484.90;                         3.00;              3380.35;                 45.82;       3426.17; LATAM AIRLINES BRASIL          ; M,M              ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001356/24-1C; HHBSTX      ; 28/06/2024   ; 29/06/2024    ;                1949.90;                         3.00;              1891.40;                 29.51;       1920.91; LATAM AIRLINES BRASIL          ; K                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001357/24-1C; WKVZAS      ; 28/06/2024   ; 29/06/2024    ;                1949.90;                         3.00;              1891.40;                 29.51;       1920.91; LATAM AIRLINES BRASIL          ; K                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001358/24-1C; WKBSHY      ; 28/06/2024   ; 29/06/2024    ;                1949.90;                         3.00;              1891.40;                 29.51;       1920.91; LATAM AIRLINES BRASIL          ; K                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001359/24-1C; MCJTMK      ; 28/06/2024   ; 29/06/2024    ;                1949.90;                         3.00;              1891.40;                 29.51;       1920.91; LATAM AIRLINES BRASIL          ; K                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001360/24-1C; GTRDZO      ; 28/06/2024   ; 29/06/2024    ;                1949.90;                         3.00;              1891.40;                 29.51;       1920.91; LATAM AIRLINES BRASIL          ; K                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001366/24-1C; MBNHDB      ; 28/06/2024   ; 29/06/2024    ;                1949.90;                         3.00;              1891.40;                 29.51;       1920.91; LATAM AIRLINES BRASIL          ; K                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
26; Presidência da República                                        ;1949; Gabinete Pessoal do Presidente da República                                                                   ; 001367/24-1C; NXZGHJ      ; 28/06/2024   ; 29/06/2024    ;                1949.90;                         3.00;              1891.40;                 29.51;       1920.91; LATAM AIRLINES BRASIL          ; K                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
